InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost
"743229228294","874204935371","","PayerLineItem","800000000181530007","2014/08/01 00:00:00","2014/08/31 23:59:59","2014/08/11 13:27:27","Mu Feng","","403  #98  Changbai Road, Nanjing, Jiangsu, 210001, CN",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APS1-DataTransfer-In-Bytes",,"2417882","$0.000 per GB - data transfer in per month","2014/08/01 00:00:00","2014/08/31 23:59:59","0.00105873",,"USD","0.00","0.0","0.000000","None","0.000000"
