InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost
743229228294,743229228294,,PayerLineItem,4000000000175401782,2014/01/01 00:00:00,2014/01/31 23:59:59,2014/01/30 01:13:54,Splunk Inc,,"Splunk A/P  attn: David Chan  Tressa Wells, 250 Brannan  2nd FL, San Francisco, Ca, 94107, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-APN1-AWS-Out-Bytes,,913851,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Tokyo),2014/01/01 00:00:00,2014/01/31 23:59:59,169.6,,USD,3.39,0.0,0.000000,None,3.390000

